Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
Lithuania,LTU,2011,8.787189496,3717643037,0.971240089,410907714.8,13.66651129,5781963683,4.665913098,1974032693,0.095489509,40399255.01,18.85451728,0,0,0,0,5.188005996,2194917314,,,3100,3279.610107,,138557,0,,,0.440263511,,,-34.98352281,3680,400,0,0,-19.19433663,4140,,130,0.119017145,0,94.70960879,90.07956058,,,,,,141836.6094,0.559280656,
Middle East & North Africa (excluding high income),MNA,2016,,,3.742050109,,11.20977473,,4.000946554,,3.360031787,,,0.088082984,,0.080326041,,,,,,57520,1821033.1,,2938600.875,0.001218388,,,0.09551232,,1.381625914,,349060,179560,0.342246551,0.78427529,,98310,,10960,9.344031415,1.872503128,92.62690079,88.50017313,,,,6.0238846,7.171911582,4759634,10.56728396,
Malawi,MWI,2010,3.869373691,265052097.9,0.437110074,29942040.09,14.62202351,1001608610,4.11,281535000,0.044813639,3069734.259,18.7,0,0,3.822810475,261862517.6,4.06410788,278391389.8,,,2620,2631,,101548,0.062413682,,,5.880734194,,,12.14553991,7190,5010,0,0,9.824680265,3150,,360,0,9.746005513,62.1485803,23.81352108,,0,0,,,104179,5.943147876,0
South Asia,SAS,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.34181968,90.7850029,69.33292294,,,,,,,,
Seychelles,SYC,2018,3.300612702,49881277.51,1.497791581,22635723.8,13.50486486,204095412.7,4.537110628,68568140.14,0,0,13.78942923,0,0,0.023270716,351684.1128,0.284564371,4300545.275,,,0,0,13,145614,0,,24,0.12411657,6,0.036102786,,90,0,0,0,,0,,0,0,0,96.2508915,100,61,,,0.051368668,42.09404595,145614,0.12411657,
Tonga,TON,2019,,,0.972955033,5231184.231,8.50106273,45706763.21,2.93,15753420.54,0,0,,0,0,0,0,,,,,,,,,0,,,0.032425526,,,,,,0,0,,,,,0,0.017074204,98.69465425,92.9975705,,,,,,,0.032425526,
Uganda,UGA,2010,1.573094278,412638865.7,0.426655826,111916226.8,11.32710081,2971215454,2.1,550851675.1,0,0,19.00656163,0.000649181,170286.7479,7.779061537,2040528132,7.679460821,2014401837,,,10340,95000,,413805,0,,,8.134378007,,,69.40683641,26080,10760,0.002857281,0,83.0105685,13020,,2370,0,9.311434395,40.2051887,18.36186364,,,,,,508805,8.137235288,
Bosnia and Herzegovina,BIH,2012,,,3.98908249,692573065.6,16.85351949,2926059737,,,0.115755382,20097117.5,5.415157473,0.155762688,27043071.31,0,0,-11.43930729,-1986059737,,,1280,3638.300049,,305,0.872457463,,,0.571704328,,,-31.57846801,3780,870,0.816582822,0,-10.79659228,1300,,20,0,0,96.45003046,95.25390719,,,,,,3943.300049,2.260744613,
Bolivia,BOL,2012,13.69227295,3485398140,2.29605055,584464708.2,8.733705203,2223183833,6.058247343,1542140161,6.152365261,1566098084,27.33862131,2.522474687,642101469.3,0,0,18.60491611,4735922241,,,8120,1060,,65907,0,,,0.49437153,,,3.545736966,23200,2780,3.228898784,3.979056652,-33.37047719,8480,,170,3.685785481,18.64497617,88.59412659,51.50589073,,,,,,66967,11.38811245,
Barbados,BRB,2014,-2.445410574,-110020456,0.93803133,42202579.67,10.43869658,469643081.3,6.181641836,278115691.7,0.399314192,17965379.67,3.148989688,0,0,0,0,-7.289706889,-327968188.4,,,30,20.5,,2207,0,,,0.01391138,,,,2320,50,0,0.003685541,,50,,10,0.433147947,0.829545455,98.46444332,95.85529392,,,,,,2227.5,0.450744868,
Central African Republic,CAF,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14773074,37.20240205,14.11863478,,,,,,,,
Channel Islands,CHI,2016,,,,,,,,,,,,,0,,,,,,,,1498.65,,2985,,,,,,,,,,,,,,,,,0,94.15,98.5,,,,,,4483.65,,
Guinea-Bissau,GNB,2016,2.969281228,35890946.92,0.870635356,10523734.52,4.789773444,57895999.5,1.16,14021406.27,0,0,7.556459472,0,0,0.086769443,1048818.627,2.766686026,33442093.79,,,720,10,,6700,0,,,18.70276862,,10.00970832,,1450,210,0,0,,770,,40,0,15.11029166,58.84309091,15.21120029,,,,11.62021971,16.66,6710,18.70276862,
Israel,ISR,2011,13.78748644,35501398831,0.80011703,2060221340,13.66808218,35193944811,5.37,13827213000,0.078762879,202806537.5,23.02551258,0.061078494,157271013.2,0,0,9.357444841,24094484722,,,900,20817,,2575,0,,,0.000177139,,,77.05958077,8880,1360,0.149500199,0.152613603,7.316897908,2100,,190,0.005290562,0,100.0000016,99.99442738,,,,,,23392,0.307581504,
Kiribati,KIR,2015,38.87812323,136939434.1,0.615322151,2167333.714,3.615184416,12733673,6.1,21485876.34,0,0,37.00862979,0,0,0,0,33.39344538,117620891.5,,,0,3602,,146036,0,,,0.07292428,,,,20,0,0,0,,0,,0,0,33.75017138,73.84809659,43.44083363,,,,,,149638,0.07292428,
St. Lucia,LCA,2013,,,0.808393576,13152583.84,22.06665424,359025020.4,4.75,77282619.65,0,0,,0,0,0,0,,,,,20,44.29999924,,1991,0,,,0.019327595,,,,260,0,0,0,,30,,0,0,6.580155559,94.68801648,82.97381845,,,,,,2035.300049,0.019327595,
Latin America & Caribbean,LCN,2014,8.839285831,,1.011177279,,10.75558472,,5.313617521,,2.004512079,,17.78298974,0.451632684,,0.034414668,,7.027405021,,,,330560,2801300.45,,12055944.84,0.039380116,,,0.365141513,,,,1026870,149140,0.870848354,0.168984718,,364580,,20050,3.095278783,3.598356261,95.69607541,85.12126455,,,,,,14857245.35,4.539633484,
Mauritania,MRT,2010,,,1.14860925,63862393.21,8.745486736,486246922.3,3.19,177363219.3,1.428317543,79414105.83,,8.438358184,469170649.9,1.123412804,62461476.95,,,,,2780,,,276238,0,,,1.447054305,,,68.27699489,6120,550,24.82311692,0,54.39218133,2890,,30,2.546410076,41.37080196,57.7803936,32.44483189,,19.12107836,13.55948986,,,276238,28.8165813,5.561588503
Niger,NER,2016,10.7508792,1154064427,0.674822866,72439569.82,4.730700215,507821986.9,2.73515057,293607612.8,0.439323486,47159641.32,21.66552801,0.073562462,7896639.817,7.731390352,829934223.6,16.93482779,1817886889,,,10230,300,,34592,0.025633273,,,8.676955661,,,,27620,4650,0.099379224,0,,11190,,280,0.748684395,71.02160644,45.8187016,12.99383525,,,,17.31713513,17.32,34892,9.550652553,
Niger,NER,2012,13.78898051,1343954459,0.562036248,54779330.61,2.852028209,277975302.5,3.74,364522211.9,2.425792162,236431851.5,22.54244906,0.255139685,24867401.66,6.398472238,623632420.6,19.69042085,1919143252,,,8500,100,,46500,0.063191323,,,7.246551965,,,53.68048459,22200,3040,0.343742843,0,20.01186601,9310,,220,5.608101939,73.7628785,44.32547436,11.23201288,,,,,,46600,13.26158807,
Nauru,NRU,2014,,,1.260277939,1604191.625,12.63403734,16081704.1,,,0,0,,0,0,,,,,,,0,0.300000012,,530,,,,0,,,,0,0,0,0,,0,,0,0,2.588885802,100,65.59552643,,,,,,530.2999878,0,
Senegal,SEN,2013,8.313461098,1549856377,1.46186191,272531016.5,10.91466525,2034791929,4.535261272,845496661.4,0.013286033,2476879.709,16.78646982,0.618456797,115297251,0,0,5.871804566,1094664863,,,4640,706.7999878,,471432,0,,,2.326322562,,,,10140,610,0.976141801,0.036387891,,7420,,2500,0,15.65644657,76.06272249,50.14405442,,,,,,472138.8125,3.338852254,
Senegal,SEN,2015,13.2111905,2296522835,2.127628411,369849123.8,9.955491148,1730579296,4.75735061,826978031.2,0.010556959,1835133.364,21.00297542,0.45545901,79173183.99,0,0,11.04748427,1920402245,,,4390,1212.5,,425444,0,,,2.718633953,,,,10220,620,0.746665726,0.026646435,,7400,,2720,0,14.37377479,78.60209362,52.05989935,,,,,,426656.5,3.491946114,
Sub-Saharan Africa,SSF,2012,6.042456082,,1.558445843,,12.20218076,,3.568868601,,6.394530148,,24.64375315,0.899265559,,1.11574336,,12.44157239,,,,355540,470724.3307,,6937926,0.786671228,,,2.658264223,,,32.95317394,870710,266110,1.334336116,0.657810527,25.5854089,480260,,51560,8.77203474,24.33301386,56.48465117,28.43974158,,,,,,7408650.345,14.20911683,
Chad,TCD,2011,,,0.206472198,24479608.54,9.979609594,1183195309,1.62,192069277,14.48521166,1717385267,,0.013234684,1569121.046,1.24336651,147415127.6,,,,,17310,30,,95000,0,,,3.753298007,,,81.15722882,38840,6200,0.016908025,0,82.69175947,17670,,100,25.73025092,67.67360966,43.04789724,10.45771327,,,,,,95030,29.50045695,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,7.334443035,,1.302629624,,11.89138554,,5.121073661,,1.705985427,,17.71930239,0.56050052,,0.045431908,,5.827916853,,,,341660,3132852.944,1054,14729902.75,0.055940687,,1333,0.496382153,595,17.63183572,,1034140,142750,1.006784681,0.149795321,,375320,,19660,1.892593597,2.250382585,96.72931369,87.06131355,5108,,,21.84240432,23.49899843,17862755.58,3.601496439,
United States,USA,2012,6.1102533,1.01862E+12,0.946763607,1.57832E+11,15.45222388,2.57599E+12,4.502001669,7.50515E+11,0.265178396,44207094853,18.34195917,0.069463752,11580093754,0,0,2.889657386,4.81726E+11,,,177820,420386,,5338928,0.366088387,,,0.042465089,,,-21.6152562,618150,290020,0.113676501,0,-12.94972396,245810,,41470,0.290179107,0,99.16968809,99.82162867,,,,,,5759314,0.812409083,
Zambia,ZMB,2016,15.43803062,3135118121,0.90928322,184655048.9,16.70342005,3392090361,3.563863533,723740833.1,0.003284154,666938.1165,31.41014514,1.919990632,389907078.9,0,0,14.70672509,2986606354,,,14470,21600,,196292,0.034922412,,,8.74343651,,,,17850,3640,2.902027081,0,,15170,,530,0,14.29453323,62.16720877,30.16562949,,,,38.04905084,38.05,217892,11.680386,
Aruba,ABW,2010,-3.233307376,-72756641.25,3.182334355,71609634.35,10.40102557,234046317.8,6.58,148064703.9,0,0,3.771195909,0,0,0.001143365,25728.26022,-6.629829657,-149185982.6,,,,,,153,0,,,0.002361284,,,49.8385694,,,0,0,-46.19561513,,,,0,1.402613962,97.30565388,97.67293593,,7.069166545,2.351122785,,,153,0.002361284,4.71804376
Aruba,ABW,2014,4.511939153,120131010.1,1.103057,29369046.67,10.42897077,277672803.4,6.133319958,163300500.5,0,0,9.912396945,0,0,0.001749979,46593.4416,-0.516573826,-13753850.26,,,,0,,152,0,,,0.003265236,,,,,,0,0,,,,,0,1.473163002,97.86902338,97.54348112,,,,,,152,0.003265236,
Australia,AUS,2011,8.728131846,1.16957E+11,0.871417302,11676991841,16.47718224,2.20794E+11,4.85,64990000000,1.135636964,15217535323,24.3,1.891362987,25344264022,0,0,7.776549099,1.04206E+11,,,101120,73126.53906,,217720.0781,2.362836144,,,0.111434432,,,7.772767511,168820,35600,5.034801584,0.338182601,-15.96153007,107800,,3740,0.833347947,0,99.89196863,99.99115238,,,,,,290846.625,8.680602707,
Brazil,BRA,2019,7.546753825,1.3516E+11,1.160296898,20780569355,8.103332501,1.45128E+11,6.283415775,1.12534E+11,1.720157643,30807507346,12.52485389,0.277707819,4973663722,0,0,4.421500411,79187745907,,,,,,,0.005384537,,,0.618305704,,,,,,0.758071253,0.045273205,,,,,2.038195857,0.521852723,98.93554441,89.29879625,,,,,,,3.465230555,
Canada,CAN,2016,5.103121679,77035193928,1.296466175,19571064433,17.66770546,2.66706E+11,4.93,74421801000,0.124368503,1877429616,19.38326717,0.121672508,1836731684,0,0,1.715628865,25898618661,,,32610,200765,,945610,0.080106895,,,0.07787097,,0.871872218,,90490,49760,0.160371889,0,,40990,,6370,0.46691419,0,99.22739547,99.19947682,,,,6.477119482,9.69,1146375,0.785263944,
Czech Republic,CZE,2019,8.540969808,20094339667,1.787758163,4206058631,21.1457623,49749634957,3.727249731,8769100443,0.041595409,97861519.89,27.93472,0,0,0.145886865,343228027.5,6.788960515,15972387403,,,,,,,0.099324664,,,0.308258352,,,,,,0,0.005800802,,,,,0.008737261,0,99.88047032,99.13371501,,,,,,,0.42212108,
Germany,DEU,2015,13.9088679,4.78051E+11,0.735436603,25277103146,17.51388229,6.01956E+11,4.399374187,1.51207E+11,0.026885463,924058737.1,27.78798531,0,0,0,0,10.27181578,3.53044E+11,,,29060,29909,,261744,0.014172972,,,0.035405095,,,,56800,12510,0,0.014966727,,36240,,5490,0.010966974,0,100.0000024,99.2248559,,,,,,291653,0.075511768,
Madagascar,MDG,2014,3.91916232,479215384.7,0.908193567,111049324.8,12.06066923,1474717752,2.08,254331900.2,0.07646242,9349438.756,14.86796314,0,0,0,0,2.823818307,345282248,,,8040,15440,,95824,0,,,7.090892032,,,,17390,2120,0,0,,8600,,340,0.153476928,41.59262362,47.99556388,9.939330136,,,,,,111264,7.24436896,
Middle East & North Africa,MEA,2017,11.89281617,,3.080954085,,10.53237496,,4.933040325,,5.413620951,,26.08912207,0.059265376,,0.043130856,,15.55674711,,,,64950,2008555.955,,3508171.75,0.000921851,,,0.052775437,,1.582684981,,497780,251240,0.182066435,0.868639425,,117460,,19110,14.99785431,1.685136163,93.94209709,90.60911865,,,,5.690398451,6.731664171,5516727.697,16.10225746,
Niger,NER,2010,17.39222161,1440717068,0.404428443,33501583.32,2.77815813,230133902.8,3.4,281645332.2,0.061992479,5135262.421,23.02048131,0.214034767,17729968.56,5.569645876,461371989.1,20.24232317,1676810539,,,7770,70,,40000,0.09698292,,,6.47924338,,,50.66714176,19550,1990,0.308153599,0,17.65869216,8500,,190,0,75.1004118,43.40945251,10.32097412,,,,,,40070,6.884379898,
Other small states,OSS,2010,,,1.685264073,,14.96102943,,3.901671987,,9.989671267,,,0.080284178,,0.062737189,,,,,,17600,17476.5468,,2048319.4,0.030204682,,,0.341146108,,,30.38933416,80280,42650,0.125085003,2.733560522,-10.37011548,20170,,2070,15.3300135,13.3388376,83.10275147,62.72300064,,9.292405632,3.83874066,,,2065795.93,18.56000981,5.453664973
St. Vincent and the Grenadines,VCT,2014,,,1.060959228,7403961.346,19.30901661,134749016.5,5.178572337,36138947.08,0,0,,0,0,0,0,,,,,10,1.399999976,,81386,0,,,0.044910537,,,,70,0,0,0,,10,,0,0,3.358785211,95.1452199,87.1843449,,,,,,81387.39844,0.044910537,
Belgium,BEL,2014,10.6720733,58258527959,0.576763485,3148534563,18.8905877,1.03123E+11,6.143607621,33537769692,0,0,24.07010145,0,0,0.001384073,7555613.182,5.106613233,27876848442,,,3430,214,,26793,0,,,0.020014358,,,,8540,990,0,0,,4740,,640,0,0,99.99999728,99.48613062,,,,,,27007,0.020014358,
Chile,CHL,2016,7.567921087,18361668536,1.270479653,3082501258,15.70264559,38098543861,5.107119389,12391148419,0.006630923,16088275.88,20.86351257,1.422978483,3452501545,0,0,5.160890756,12521611197,,,5070,1050117,,1826937,0.011644127,,,0.743679191,,12.59520309,,13000,3400,2.41808577,0.008770875,,6300,,880,0.010363455,0.166552166,99.73718587,99.66651945,,,,13.59390501,18.4,2877054,3.192543418,
Costa Rica,CRI,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126586035,99.81053693,97.91499372,,,,,,,,
Estonia,EST,2018,15.26495657,4584700440,2.343290779,703787542.3,15.66288268,4704214177,4.634760913,1392011192,0.281694213,84604471.33,29.01521163,0,0,0.097148304,29177670.56,13.35232895,4010258932,,,1200,943.6610107,9,87462,0,,5,0.997068325,1,18.62044238,,1050,190,0,0,,1350,,110,0.354408456,0,99.5725742,99.14296842,0,,,19.50809905,20.21847482,88405.66406,1.351476781,
Finland,FIN,2010,10.2715507,25925907543,0.700479808,1768046060,18.60137916,46950811077,6.07,15320983500,0,0,23.5793034,0.075878745,191521745.7,0,0,4.977909252,12564491849,,,4070,11772,,156447,0,,,0.32273892,,,-11.65057704,5150,350,0.146884153,0,-25.52592945,5030,,650,0,0,100,99.44806985,,1.864564778,0.341798665,,,168219,0.469623074,1.522766113
Iraq,IRQ,2011,23.42108597,43329009036,2.204228072,4077821933,13.06976935,24179073298,4.6,8510000000,10.8235304,20023531234,44.8,0.000305134,564498.246,0,0,31.84914957,58920926702,,,3860,16290,,31541,0,,,0.004288479,,,12.56185141,15040,1510,0.012106955,0.29333741,4.505037899,5220,,1000,50.21417884,1.475146657,90.65622381,85.31760892,,,,,,47831,50.52391168,
Lower middle income,LMC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.76864424,88.54104859,69.91230088,,,,,,,,
Lithuania,LTU,2010,7.796213349,2876568195,1.042186213,384535361.1,14.47296885,5340090119,4.939561596,1822549634,0.072650579,26805878.29,18.44445739,0,0,0,0,3.971488546,1465359801,,,3050,3190.98999,,149851,0,,,0.444282157,,,-33.54309248,3850,460,0,0,-20.4184801,3800,,140,0.092466349,0,94.24874381,89.55251734,,2.868113534,0.631769881,,,153041.9844,0.536748506,2.236343653
Middle East & North Africa,MEA,2016,9.819748753,,2.986061172,,10.6620134,,4.820541592,,4.293122738,,23.02174692,0.0455416,,0.035800844,,12.35973352,,,,64050,1888948.289,,3399446.875,0.000549307,,,0.043482201,,1.396885381,,487600,244060,0.170048956,0.765570674,,115790,,18820,11.62709345,1.599056857,93.58268948,90.13385451,,,,5.548159026,6.597618539,5288395.188,12.60674459,
Mongolia,MNG,2016,7.165504148,735574114.8,8.875933602,911158080.1,10.17938705,1044963964,4.856847179,498579163.6,3.094305222,317645594.4,26.35632298,1.898040135,194843121,0,0,16.17693593,1660641747,,,12520,,,15,4.3449162,,,0.291270796,,,,17010,1810,3.985390675,0,,12730,,160,1.499399986,9.508070655,81.72957231,63.16185335,,,,17.40323331,17.4,15,10.12097766,
Mauritania,MRT,2017,18.11123775,1206521299,1.620391092,107946038.4,9.985876406,665231871.2,2.93,195188614.8,0.466958989,31107535.2,31,1.890508416,125940518.4,1.842490325,122741684,21.00158657,1399068461,,,3100,,,794580,0,,,2.218013739,,4.15343412,,6860,410,5.130876777,0,,3230,,40,0.602916017,31.93150283,70.69618674,48.43548848,,,,1.080703015,0.621988214,794580,7.951806533,
Senegal,SEN,2016,13.83242846,2564786235,2.111812425,391568802,9.804191931,1817877214,4.988725839,925001376.4,0.004631539,858772.426,21.72354789,0.959209378,177855032.2,0,0,11.91935596,2210067465,,,4850,2078.830078,,474169,0,,,2.660181004,,1.102720254,,10640,620,1.304195499,0.012119928,,7920,,2770,0,13.73952878,79.86889467,53.01224707,,,,14.48995146,25.21,476247.8438,3.97649643,
Sweden,SWE,2016,17.30255155,89736223107,0.299539074,1553499502,16.47815607,85460660847,7.205528904,37370034557,0,0,26.94570456,0.071081716,368651101.3,0,0,10.46764344,54288339153,,,3980,15747,,205465,0,,,0.231942183,,8.204257955,,4770,460,0.093366048,0,,4960,,640,0,0,99.80376396,99.27900746,,,,12.86528285,14.47,221212,0.325308231,
World,WLD,2012,11.08117789,,1.387626908,,15.80854989,,4.125673557,,1.665341439,,26.08290966,0.227282228,,0.038604861,,10.27435977,,,,2231950,90020572.65,,90512336.66,0.426850811,,,0.173456386,,,20.18011214,7869970,3079330,0.443228245,0.369488514,6.797652652,2847630,,272720,2.697386562,12.46230586,86.94794252,69.29527915,,,,,,180532909.3,4.110410519,
South Africa,ZAF,2016,0.652776751,1881087181,5.940898642,17119709390,14.57957161,42013514111,5.78530741,16671346804,1.028910832,2964981478,17.0003544,0.539976178,1556033153,0.043528726,125435423.4,2.42078372,6975899823,,,13250,8094.27002,,660043,1.86578659,,,0.715653258,,12.07881781,,44460,5190,0.899107157,0.019269552,,17510,,2560,0.005127205,2.034401322,92.29629284,74.84761764,,,,12.98500928,14.13,668137.25,3.504943762,
Belgium,BEL,2011,9.684683682,50697575832,0.569131221,2979299500,19.36199343,1.01357E+11,6.12,32037098400,0,0,23.46171063,0,0,0.000701571,3672597.706,4.134516474,21643449529,,,3410,101,,22477,0,,,0.019296677,,,-24.34933738,9010,1050,0,0,-10.64651848,4880,,680,0,0,100.0000029,99.48612019,,,,,,22578,0.019296677,
Spain,ESP,2015,8.684352416,1.03765E+11,0.728876789,8708984314,15.65884252,1.871E+11,4.058199548,48489397303,0.001181337,14115205.17,21.02229777,0.007250545,86633141.17,0,0,5.363461539,64085320199,,,16450,289821.25,,977970,0.001723757,,,0.028653118,,,,39210,3030,0.014249447,0.000380474,,20100,,2210,0.002939417,0,99.92672046,99.90433049,,,,,,1267791.25,0.047946213,
Finland,FIN,2016,8.060242244,19481847311,0.681637892,1647539234,18.64051443,45054682597,6.220031997,15034003937,0,0,21.18606808,0.023705264,57296333.89,0,0,2.545553403,6152678942,,,3700,14412.16992,,193173,0,,,0.373319036,,11.13029428,,4470,290,0.058437852,0,,4650,,570,0,0,99.99999556,99.44793782,,,,14.21091854,14.94,207585.1719,0.431756888,
Latin America & Caribbean,LCN,2015,9.229659582,,1.180039087,,11.55971639,,5.38798559,,0.983108876,,17.93585468,0.330396427,,0.040919905,,6.376138287,,,,326970,2673997.866,,12419570.29,0.033539663,,,0.429105612,,,,1042970,150050,0.605296275,0.110114098,,361050,,20280,1.103579692,3.334830343,96.00549567,85.82504128,,,,,,15093568.12,2.281635339,
"Macao SAR, China",MAC,2013,,,0.094677525,41116635.97,9.573016872,4157377910,2.08,903304169.3,0,0,65.24878919,0,0,,,55.67577232,24178921763,,,,,,1500,0,,,0.000518062,,,,,,0,0,,,,,0,0,100,100,,,,,,1500,0.000518062,
Mongolia,MNG,2014,4.945900117,555550348.3,8.877688786,997190194,8.362097335,939276163.5,5.13189583,576442396.4,5.308482005,596277514.1,25.52028325,3.158010829,354724918.5,0,0,17.15818591,1927300579,,,11300,,,49,5.004748629,,,0.277681632,,,,14390,1670,7.175260108,0,,11490,,150,3.681717984,10.04526185,79.90325263,60.93582181,,,,,,49,16.13940835,
Malaysia,MYS,2018,0.97263876,3380337927,2.996163865,10412957782,22.40189119,77856204687,4.32166644,15019649197,4.931246134,17138200751,26.98000226,0.009192546,31948050.85,0,0,4.587574865,15943795313,,,9400,391977.4688,63,1467021,0.017675425,,87,2.050604694,71,1.544620687,,46580,21700,0.029833851,3.173860991,,11120,,310,2.88905686,,97.08077154,99.57900442,727,,,8.985544742,19.11931656,1858998.5,8.16103182,
New Caledonia,NCL,2017,,,,209629609.5,,,0.538880795,,,0,,,0,,0,,,,,,1458.5,,3673,,,,,,96.59333534,,,,,,,,,,,0,98.60526332,100,,,,96.01276245,54.40415763,5131.5,,
South Sudan,SSD,2013,,,0.268783329,46804239.79,8.880304672,1546360451,1.070466649,186404335.3,5.842757747,1017421118,,0.011435428,1991293.63,0.267369959,46558124.57,,,,,21450,20,,37000,0,,,1.382685655,,,,39380,12140,0.014085133,0,,21650,,50,16.71124857,68.5604749,41.27469331,8.783811644,,,,,,37020,18.10801936,
South Sudan,SSD,2019,,,,,,,1.762725033,,,955339001.2,,,0,,36755284.96,,,,,,,,,,,,,,,,,,,,,,,,,60.32293297,40.84165679,15.74727802,,,,,,,,
Thailand,THA,2013,11.08079307,43599264083,2.358740639,9280866030,17.2421805,67842290363,4.186884132,16474007389,2.175284125,8559025188,29.07941844,0.017455608,68682057.11,0.391870136,1541879668,11.83725945,46575709637,,,18810,997517,,1866084,0.052692276,,,0.449788262,,,,88760,19990,0.027266123,0.760591721,,21200,,1340,1.443156736,0.263190866,98.67060441,96.40752741,,,,,,2863601,2.733495118,
Turkey,TUR,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152950913,97.01426916,99.2249463,,,,,,,,
"Venezuela, RB",VEN,2011,27.90259129,86077540951,1.655450544,5106949048,6.187348568,19087537217,6.54,20175442200,2.009514064,6199210220,31.33385174,0.118962029,366989531.2,0,0,25.14651793,77575247550,,,10900,23954.24023,,230070,0.044030542,,,0.059702671,,,30.61150358,69750,36380,0.680306273,0.523584924,27.40221822,12070,,410,21.54355307,5.297053354,95.27965445,94.12461933,,,,,,254024.2344,22.85117748,
Costa Rica,CRI,2010,15.69554819,5659813390,0.599238107,216085212.4,5.990114779,2160034898,6.417877211,2314285996,0,0,16.2,0.013275735,4787229.092,0.284380018,102547411.3,10.17456484,3668947247,,,1300,26839,,17916,0,,,1.625297902,,,-39.78739721,4430,390,0.017513391,0,-17.42922224,1670,,160,0,0.420422624,98.11229116,95.96481824,,0.361702216,0.242243032,,,44755,1.642811293,0.119459184
European Union,EUU,2013,8.975012044,,0.630568106,,17.48227905,,4.757082853,,0.144032731,,22.48742053,0.012103536,,0.000507919,,5.005141484,,,,172860,985827.9689,,4456799.587,0.020295623,,,0.05905428,,,,412850,82730,0.028973885,0.100829997,,215110,,26400,0.071966486,0,99.78072204,97.82070769,,,,,,5442627.439,0.281120271,
Moldova,MDA,2012,11.23749093,1069731459,1.606727563,152949357.6,9.438144502,898446116.3,6.99,665399682.3,0.036700962,3493677.862,15.32906396,0,0,0,0,5.890919456,560774811.7,,,700,9080,,50,0,,,0.116365779,,,-15.41266052,3330,750,0,0.000178601,-60.91496034,840,,60,0.056095268,0.114884004,87.40613134,75.48855,,,,,,9130,0.172639648,
