Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
Saudi Arabia,SAU,2016,3.75,-527143.0289,6.90069E+11,2.58776E+12,2.41851E+12,6.44936E+11,93.45961635,1.670624758,21269.89985,79762.11256,74545.36439,19878.76384,-0.603769619,48625.84382,45484.43843,1.57759E+12,1.47567E+12,2.41851E+12,7.03488E+11,2.47748E+12,6.60662E+11,21683.51677,76363.15588,21610,49681.68654,46590,7.01164E+11,1.61184E+12,1.51166E+12,2.47748E+12,31.35898046,7.5842E+11,2.02245E+11,27.23568342,26.5873499,6.58697E+11,1.75653E+11,2.56693E+12,2.39265E+12,6.38039E+11,58975414571,15726777219,-1.58698E+11,-42319385333,1.638920188,1.768362164,0.437045383,20829618300,25862000000,6896533333
Sudan,SDN,2014,7.257229535,-57834.911,75535597230,31640697154,4.47998E+11,61731303935,1415.89245,7.043121941,1988.948324,833.1397894,11796.36338,1625.463728,4.492018176,4124.509614,4500.779225,1.56639E+11,1.70929E+11,4.47998E+11,80397335247,4.4256E+11,60981901581,2116.964068,11653.15852,1490,4073.999337,4450,56527400155,1.54721E+11,1.68854E+11,4.4256E+11,9.26084932,41488442165,5716843041,10.57638478,10.70635723,47382017878,6528940231,31253503751,4.42516E+11,60975885888,-5438584900,-749402354.4,8958166700,1234378306,2.620960236,3.076886415,0.361151624,387193403.3,5482242165,755418047.4
Suriname,SUR,2018,7.4625,,4796994344,17752000000,29822000000,3996247906,167.9923389,4.948270766,8328.303147,30820.14004,51775.4741,6938.086981,3.948688807,19005.65435,19461.97652,10947009830,11209845469,29822000000,,26906100000,3605507538,,46713.03345,5960,,17560,3434479790,,10113782549,26906100000,,,,,,,,16361000000,29114000000,3901373534,-2915900000,-390740368.5,772900000,103571189.3,2.660339974,,0.356494469,1391000000,708000000,94874371.86
Uruguay,URY,2015,27.3274,0,47559277163,1.69772E+12,1.45585E+12,53274304222,85.75322952,0.370741265,13938.77373,497570.86,426683.0816,15613.74597,0.030270417,22425.83008,20217.56044,76517223784,68982579038,1.45585E+12,45369148147,1.38895E+12,50826382338,13296.88607,407077.2534,15620,21439.38821,19290,53308826213,73151471294,65812871478,1.38895E+12,19.33285209,2.81457E+11,10299442439,14.86554183,15.58150239,2.1642E+11,7919513980,1.51138E+12,1.32335E+12,48425634389,-66895340500,-2447921884,1858071700,67992992.38,21.10457802,21.82274246,0.772286351,1.8789E+11,1.73947E+11,6365310143
Zimbabwe,ZWE,2020,64.10110632,,15737548232,16789541840,1.07488E+12,16768513443,6402.082161,-8,1058.845827,1129.625533,72319.55476,1128.210711,-9.346018049,2744.690758,2895.415645,40794138375,43034351373,1.07488E+12,,1.05732E+12,16494622183,,71138.31147,1090,,2850,16207141176,,42331442749,1.05732E+12,,,,,,,,,,,-17556732775,-273891260,72065792352,1124251928,24.97726186,,0.389654146,,,
Andorra,AND,2016,0.9034,,3409412701,2571720000,2616860000,2896679212,101.7552455,3.70967807,44109.09762,33271.49233,33855.48871,37475.63506,4.646211549,,,,,2616860000,,,,,,,,,,,,,,,,,,,,,2322830000,2571208767,,,,,,,,,294040000,325481514.3
Bulgaria,BGR,2016,1.768,0,57111753665,92776378000,95130590000,53806894796,102.5375123,3.82043453,8012.511208,13016.09075,13346.37565,7548.855007,4.551172108,20513.10095,20019.59128,1.46214E+11,1.42696E+11,95130590000,55273247676,92165249000,52129665724,7754.57744,12930.35222,7430,19871.98345,19400,52930202522,1.41644E+11,1.38248E+11,92165249000,23.95673779,22790186000,12890376697,23.9265575,24.69637479,22761475320,12874137624,79847891000,81886686000,46315998869,-2965341000,-1677229072,3099199900,1752941120,0.666665741,0.732026296,0.377073383,12928487000,13243904000,7490895928
Barbados,BRB,2020,2,,3807500000,7615000000,8731000000,4365500000,114.6552856,-17.6053641,13249.42322,26498.84644,30382.32807,15191.16404,-17.70571564,12870.0425,13576.8018,3698476984,3901579110,8731000000,,8368395280,4184197640,,29120.5281,14460,,13010,4155425621,,3739543719,8368395280,6.242125759,545000000,272500000,,,,,,,,,,,,2.237811859,,1.118905929,,,
"Congo, Dem. Rep.",COD,2017,1464.4179,0,33285972750,1.14616E+13,5.56761E+13,38019265626,485.7613629,3.726947653,408.9247884,140808.207,683991.8656,467.0742317,0.401473698,1059.810762,1059.810762,86267287184,86267287184,5.56761E+13,32316537078,5.41039E+13,36945659018,397.0150785,664676.9689,460,1029.883308,1030,37221270604,83831229358,83831229358,5.41039E+13,21.19734312,1.18019E+13,8059074187,21.64994523,22.27907257,1.20538E+13,8231150183,1.12461E+13,5.27894E+13,36048035027,-1.57221E+12,-1073606608,2.13766E+12,1459730712,645.390564,630.6055298,0.440714747,2.15515E+11,2.88671E+12,1971230599
Cyprus,CYP,2020,0.8755,220000,27215033806,20528300000,20840700000,23804340377,101.5218016,-5.103479519,30438.46752,22959.73605,23309.13768,26623.80089,-6.392824034,37655.18035,38458.19126,33667496747,34385468807,20840700000,26054524412,19963211000,22802068532,29140.50376,22327.71614,26110,36067.55696,36840,23345726133,32248002679,32937682954,19963211000,13.83926644,2884200000,3294346088,8.185863903,8.545676036,1705991339,1948590906,18091600000,18437752000,21059682467,-877489000,-1002271845,-270807400,-309317418.6,0.606090326,0.656378577,0.69227907,2436280000,2402910000,2744614506
United Kingdom,GBR,2016,0.740634464,0,2.79005E+12,1.9527E+12,1.99471E+12,2.69325E+12,102.1512406,1.722385904,42523.67425,29761.57927,30401.82243,41048.34966,0.954371856,45268.73045,44149.99998,2.97015E+12,2.89675E+12,1.99471E+12,2.72233E+12,1.94628E+12,2.62786E+12,41491.52705,29663.70592,42940,44167.4837,43080,2.81721E+12,2.8979E+12,2.82642E+12,1.94628E+12,16.03113632,3.19775E+11,4.31758E+11,12.40529186,12.71397044,2.4745E+11,3.34105E+11,1.7426E+12,1.77813E+12,2.40083E+12,-48429000000,-65388531555,-23848000000,-32199419780,0.688603,0.788601,0.929747445,2.12436E+11,2.17346E+11,2.93459E+11
Latin America & Caribbean,LCN,2013,,,5.90338E+12,,,6.30319E+12,,2.784652477,9684.090575,,,10339.94815,1.688485238,16244.36813,15088.46101,9.9025E+12,9.19786E+12,,5.73091E+12,,6.11233E+12,9401.160633,,10202.47389,15768.61252,14634.17507,6.21939E+12,9.61248E+12,8.92093E+12,,20.08763585,,1.27589E+12,18.6062603,19.14708581,,,,,5.65221E+12,,,,,,,,,,
Lesotho,LSO,2012,8.212,200,2485946655,20346845300,20346890900,2477702253,100.0002241,6.334821701,1233.727772,10097.75011,10097.77274,1229.636232,5.744039856,2585.365725,2308.929035,5209480911,4652464298,20346890900,2899914181,23754573700,2892666062,1439.171936,11788.94053,1500,3004.064396,2700,3031268657,6053153709,5431655706,23754573700,-30.89611052,-6286397900,-765513626.4,21.33538984,18.27474805,4341088493,528627434.6,19662000000,18020294500,2194385594,3407682700,414963796.9,7302596200,889259157.3,4.373357773,4.027837753,0.532556962,2326596400,2326596400,283316658.5
Panama,PAN,2016,1,-100000,44840726939,38178200000,57907700000,57907700000,151.677397,4.953211423,11107.23708,9456.901077,14343.98139,14343.98139,3.17023497,29332.41454,27828.55792,1.18417E+11,1.12346E+11,57907700000,41481902222,53770926200,53770926200,10275.24204,13319.28509,12780,27189.17999,25840,51576375909,1.09765E+11,1.0432E+11,53770926200,37.03687074,21447200000,21447200000,29.71343828,31.99939059,17206368700,17206368700,36481000000,55605200000,55605200000,-4136773800,-4136773800,-104057500,-104057500,0.51544106,0.515796185,0.51544106,1692300000,2302500000,2302500000
Serbia,SRB,2019,105.2496,6100000,50213615459,4.95955E+12,5.41772E+12,51475016532,109.2383168,4.24851344,7229.93757,714093.3748,780063.5832,7411.558649,4.809425014,18292.17503,18929.8776,1.27043E+11,1.31472E+11,5.41772E+12,47474609601,5.12557E+12,48699174975,6835.565622,737997.8772,7030,17299.88259,17910,48848120109,1.20152E+11,1.24383E+11,5.12557E+12,15.12167035,8.19251E+11,7783882314,18.26968291,19.31105055,9.89801E+11,9404322298,4.11612E+12,4.4809E+12,42574031635,-2.92156E+11,-2775841558,4.63042E+11,4399468124,41.20806271,49.01635364,0.391527024,8.43428E+11,9.36825E+11,8900984897
Bulgaria,BGR,2017,1.7355,0,59112236491,96026104000,1.02345E+11,58971520599,106.5804711,3.50275153,8353.968238,13570.77773,14463.79884,8334.081728,4.261548231,21387.27664,21387.27664,1.51335E+11,1.51335E+11,1.02345E+11,57620373429,99858729000,57538881590,8143.132422,14112.41902,7640,20867.69962,20870,54026656937,1.47659E+11,1.47659E+11,99858729000,24.21640244,24784295000,14280780755,25.05011164,25.67382496,25637555295,14772431746,83168628000,88369276000,50918626332,-2486345000,-1432639009,3626471500,2089583117,0.676280533,0.751068616,0.389674752,12856895000,13975798000,8052894267
Belarus,BLR,2016,1.9896,3370800000,59058702609,75535600000,94949000000,47722657821,125.700994,-2.526446436,6215.701866,7949.832101,9993.01797,5022.626643,-2.648709831,17822.60659,17725.75218,1.69342E+11,1.68422E+11,94949000000,56223102338,90542914100,45508099166,5917.265816,9529.294333,5620,17003.77083,16900,53407723144,1.61562E+11,1.60606E+11,90542914100,29.83707043,28330000000,14239043024,26.4781656,27.76667143,25140753460,12636084369,66468200000,82013800000,41221250503,-4406085900,-2214558655,1216816600,611588560.5,0.563757062,0.580304325,0.283351961,9067400000,12935200000,6501407318
Cayman Islands,CYM,2019,0.8333,,5244938347,4521081800,4946276600,5935769351,109.4047137,3.817100404,80755.96395,69610.79325,76157.48907,91392.64259,2.576691617,73633.70163,76747.66631,4782361653,4984607431,4946276600,,3744168400,4493181807,,57648.70974,68200,,58100,4429491890,,3773183576,3744168400,,,,,,,,,,,-1202108200,-1442587544,-476023100,-571250570,0.99231016,,1.190819825,,,
Fragile and conflict affected situations,FCS,2014,,,1.74758E+12,,,2.03173E+12,,1.646664524,2154.178738,,,2504.444544,-0.772367905,,4684.256409,,3.8001E+12,,1.77542E+12,,1.99224E+12,2188.496008,,2341.155242,,4596.922797,1.89926E+12,,3.72925E+12,,18.76199121,,3.24069E+11,19.63726585,20.6511663,,,,,2.04415E+12,,,,,,,,,,
Guam,GUM,2018,1,,5288156863,5504000000,6051000000,6051000000,109.9382267,-0.900252071,31900.56622,33202.63015,36502.38282,36502.38282,-1.790398205,,,,,6051000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,2015,279.3325,0,1.46173E+11,3.49373E+13,3.49373E+13,1.25074E+11,100,3.819428379,14850.4252,3549447.69,3549447.69,12706.89121,4.066661995,27499.32447,26777.4704,2.70677E+11,2.63571E+11,3.49373E+13,1.39629E+11,3.33598E+13,1.19427E+11,14185.53943,3389181.358,13250,26255.13488,25570,1.30457E+11,2.5843E+11,2.5167E+11,3.33598E+13,31.16095391,1.08868E+13,38974340616,25.51850424,26.72521366,8.91548E+12,31917086980,2.94319E+13,2.94319E+13,1.05365E+11,-1.57751E+12,-5647413029,-3.89457E+11,-1394241630,132.55351,148.043824,0.474536654,5.50545E+12,5.50545E+12,19709299849
Indonesia,IDN,2020,14582.2035,-2.73353E+14,1.17953E+12,1.07224427e+16,1.54341518e+16,1.05842E+12,143.9424974,-2.069543499,4312.353082,39201158.06,56427125.9,3869.588427,-3.10714219,11444.96068,12073.46151,3.13047E+12,3.30238E+12,1.54341518e+16,1.14934E+12,1.50184937873098e+16,1.02992E+12,4201.980379,54907483.79,3870,11141.56832,11750,1.05951E+12,3.04748E+12,3.21344E+12,1.50184937873098e+16,31.74245117,4899178098636400,3.3597E+11,29.60975533,30.4292471,4570014584864790,3.13397E+11,1.03325951e+16,1.48730053e+16,1.01994E+12,-4.15658E+14,-28504472091,8.64945E+13,5931510881,4673.649381,5223.82288,0.320503645,3.89848E+14,5.61147E+14,38481598477
Lebanon,LBN,2012,1507.5,0,39762501340,5.9942E+13,6.63843E+13,44035991746,110.7475392,2.540542492,7180.431546,10824500.56,11987867.99,7952.151239,-3.673751913,18039.02895,14819.59096,99893287486,82065263275,6.63843E+13,39583128104,6.60765E+13,43831811746,7148.03979,11932284.3,7560,17964.46192,14750,41865323978,99480363644,81684754405,6.60765E+13,-6.137102381,-4.07407E+12,-2702533898,-2.526201988,-2.537969695,-1.677E+12,-1112438099,5.33418E+13,6.12196E+13,40609985005,-3.07801E+11,-204180000,2.70489E+12,1794290000,808.9203021,849.324425,0.536597215,6.55639E+12,5.16471E+12,3426006741
Myanmar,MMR,2019,1428.918991,-5.00094E+11,89352615465,9.06579E+13,1.14091E+14,79844294296,125.847896,1.69442381,1653.287405,1677438.566,2111021.142,1477.355368,1.060112969,5082.503161,5297.441905,2.74686E+11,2.86302E+11,1.14091E+14,86940386337,1.1101E+14,77688294296,1608.654038,2054018.176,1360,4942.057421,5150,73260060977,2.67096E+11,2.78572E+11,1.1101E+14,32.75973594,3.73759E+13,26156779976,33.10815347,34.02696858,3.77734E+13,26434971492,,,,-3.08075E+12,-2156000000,2.37486E+12,1662000000,398.4982147,434.713826,0.2788809,,,
West Bank and Gaza,PSE,2012,1,293300000,11257897418,12886900000,12208400000,12208400000,94.73496341,6.096456563,2828.618863,3237.9162,3067.438727,3067.438727,3.510367464,5985.683247,5255.825609,23823007353,20918175414,12800599030,12097036576,13065900000,13065900000,3039.457954,3282.891097,3210,6438.215213,5610,12759178235,25624083669,22319464164,13658099030,-14.39173028,-1757000000,-1757000000,6.970331742,6.512876881,850965980.4,850965980.4,11385000000,10782400000,10782400000,857500000,857500000,1750300000,1750300000,0.61193669,0.635531952,0.61193669,1501900000,1426000000,1426000000
Chad,TCD,2016,592.6056,4.02588E+11,12654942309,5.27167E+12,5.984E+12,10097778354,113.512481,-6.255527085,869.0591627,362023.8162,410942.2155,693.4497674,-9.156942245,1687.053569,1664.512586,24566297102,24238063014,5.984E+12,12465722941,5.87373E+12,9911697594,856.0648067,403369.4171,730,1656.383789,1630,10676159781,24119694259,23791406630,5.87373E+12,20.41269249,1.2215E+12,2061228443,,,,,5.1456E+12,5.40224E+12,9116079902,-1.10273E+11,-186080759.3,4.57819E+11,772551761.2,246.8844147,239.8348389,0.416608305,1.26066E+11,5.8176E+11,981698451.7
Uzbekistan,UZB,2015,2567.9872,-4.21626E+12,66934792340,1.0617E+14,2.10183E+14,81847410182,197.9690355,7.447705075,2138.566925,3392121.932,6715351.073,2615.025134,5.589790004,6086.715742,6343.149742,1.90508E+11,1.98534E+11,2.10183E+14,,2.13847E+14,83274057650,,6832403.507,2600,,6450,81442291187,,2.01994E+11,2.13847E+14,24.28204823,5.10368E+13,19874227614,28.82479587,28.33097074,6.05849E+13,23592348908,9.34365E+13,1.90036E+14,74002017962,3.66361E+12,1426648130,5.88448E+12,2291473825,1058.677683,1126.015624,0.41225972,1.26747E+13,2.01469E+13,7845392220
Albania,ALB,2016,124.1425,-8836880000,13465406060,1.39955E+12,1.47248E+12,11861200797,105.2109076,3.314804753,4681.826563,486613.6029,511970.588,4124.055726,3.480117005,12291.87338,12078.80073,35352669313,34739850854,1.47248E+12,13675941055,1.49646E+12,12054338166,4755.028094,520307.067,4320,12485.26722,12280,12421239110,35908889535,35305524052,1.49646E+12,7.769625963,1.14406E+11,921570936.6,17.0533263,16.780094,2.51107E+11,2022729275,1.2243E+12,1.2912E+12,10400976297,23976555800,193137368.7,1.12724E+11,908020970.3,42.38587915,52.88597376,0.341429238,1.75165E+11,1.81276E+11,1460224500
Armenia,ARM,2014,415.9198,-12456700000,11123101341,4.56591E+12,4.82863E+12,11609512940,105.7537532,3.600000001,3819.217787,1567748.292,1657952.66,3986.231624,3.073178678,11019.83878,10036.88984,32094211537,29231468082,4.82863E+12,11627246417,5.04583E+12,12131728949,3992.320574,1732530.243,4140,11518.84312,10490,12047457836,33547513267,30546350170,5.04583E+12,2.366960972,1.14292E+11,274792640.3,13.28125739,12.70955939,6.41302E+11,1541889295,4.08336E+12,4.28229E+12,10295954653,2.172E+11,522216009.2,3.09811E+11,744880626.5,165.1858978,184.0604401,0.397158053,4.85753E+11,5.46335E+11,1313558287
Bangladesh,BGD,2020,84.7,2793799.999,2.14962E+11,1.13206E+13,2.74631E+13,3.24239E+11,242.5932641,2.375521656,1305.259332,68739.21339,166756.7014,1968.792225,1.354056411,4818.094737,5082.68075,7.93489E+11,8.37064E+11,2.74631E+13,,2.87076E+13,3.38933E+11,,174313.7872,2010,,5310,3.30628E+11,,8.74998E+11,2.87076E+13,25.13411813,6.9026E+12,81494657708,36.55554651,34.97074129,1.00393E+13,1.18527E+11,1.09131E+13,2.63827E+13,3.11484E+11,,,,,32.8088089,32.92498493,0.387353116,4.07494E+11,1.08033E+12,12754755486
Bulgaria,BGR,2014,1.4742,0,52899515523,85933720000,83884921000,56901994980,97.61583811,1.885464638,7322.808629,11895.68903,11612.07654,7876.866465,2.466219592,18747.37005,17561.38213,1.3543E+11,1.26862E+11,83884921000,52424533571,83160139000,56410350699,7257.057518,11511.74595,7740,18597.03227,17410,55922026618,1.34344E+11,1.25766E+11,83160139000,20.59645738,17277322000,11719795143,23.56374476,23.76911452,19766428678,13408240861,74543491000,72833117000,49405180437,-724782000,-491644281.6,3160140300,2143630647,0.661227941,0.74621776,0.448533402,11387679000,11051804000,7496814543
Brazil,BRA,2017,3.1914,-0.001708984,2.29069E+12,4.02977E+12,6.58548E+12,2.06351E+12,163.4205262,1.322869055,11021.71858,19389.40733,31686.27147,9928.643063,0.508337981,14524.61354,14524.61354,3.01871E+12,3.01871E+12,6.58548E+12,2.24781E+12,6.46236E+12,2.02493E+12,10815.39967,31093.89472,8700,14253.07502,14250,1.8085E+12,2.96227E+12,2.96227E+12,6.46236E+12,15.34378896,1.01046E+12,3.1662E+11,13.57777005,13.83644318,8.94161E+11,2.80178E+11,3.42636E+12,5.67193E+12,1.77725E+12,-1.23116E+11,-38577403430,7257550632,2274096206,2.18155694,2.327377081,0.683573648,6.00827E+11,9.13553E+11,2.86255E+11
IDA total,IDA,2016,,,1.94669E+12,,,2.03925E+12,,3.145586885,1246.420253,,,1305.681497,0.859902799,3640.79525,3559.42033,5.6863E+12,5.5592E+12,,1.94238E+12,,2.01966E+12,1243.655711,,1325.786525,3587.48301,3525.504059,2.07065E+12,5.60303E+12,5.50623E+12,,14.78640666,,2.89452E+11,19.78019163,20.40333763,,,,,1.9412E+12,,,,,,,,,,
Least developed countries: UN classification,LDC,2012,,,7.5408E+11,,,8.17748E+11,,4.861092553,859.971085,,,932.5788117,2.422039668,2503.580882,2298.681148,2.19531E+12,2.01564E+12,,7.58236E+11,,8.09415E+11,864.7104687,,904.7862303,2483.384529,2296.117372,7.93377E+11,2.1776E+12,2.01339E+12,,22.0986166,,1.82455E+11,28.73119688,27.99454364,,,,,7.89117E+11,,,,,,,,,,
Marshall Islands,MHL,2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,2010,6.044166667,0,4.28757E+11,2.85562E+12,2.59148E+12,4.28757E+11,90.75026194,0.701833824,87693.79007,584059.893,530035.8828,87693.79007,-0.54479433,61353.49639,57963.87594,2.99973E+11,2.834E+11,2.59148E+12,4.33408E+11,2.61959E+12,4.33408E+11,88645.0123,535785.2285,88490,62076.52748,58590,4.3267E+11,3.03508E+11,2.86474E+11,2.61959E+12,36.70965499,9.51323E+11,1.57395E+11,36.61394167,36.22104878,9.48843E+11,1.56985E+11,2.5535E+12,2.30803E+12,3.81861E+11,28110000000,4650765201,-37196000000,-6154032814,9.144245,9.757106,1.512904178,3.02188E+11,2.83446E+11,46895794844
El Salvador,SLV,2017,1,4.76837E-07,21983501873,24257460000,24979200000,24979200000,102.9753321,2.252358774,3441.307945,3797.274442,3910.255969,3910.255969,1.740354592,8454.055551,8454.055551,54005555165,54005555165,24979200000,20739685419,23591580000,23591580000,3246.600319,3693.037267,3600,7984.424155,7980,23010030175,51005491574,51005491574,23591580000,0.43195939,107900000,107900000,15.03162064,15.91575716,3754778584,3754778584,22097950000,22651260000,22651260000,-1387620000,-1387620000,5034500000,5034500000,0.462530196,0.51499927,0.462530196,2158450000,2327930000,2327930000
South Sudan,SSD,2018,127.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,2011,2.7,,678369571.7,1631590000,1825550000,676129629.6,111.8877904,-0.419296168,6262.932851,15063.37996,16854.083,6242.252962,-0.469861083,11393.67943,10302.51547,1234106387,1115916963,1825550000,,1790605600,663187259.3,,16531.46471,6130,,10110,663522925.8,,1094556250,1790605600,,,,,,,,1389930000,1555160000,575985185.2,-34944400,-12942370.37,21298500,7888333.333,1.635919213,1.998107076,0.605896005,241660000,271490000,100551851.9
World,WLD,2013,,,7.18194E+13,,,7.73319E+13,,2.671507044,10017.11038,,,10785.97095,1.470256725,14843.53936,14651.91679,1.06423E+14,1.05049E+14,,7.16251E+13,,7.73331E+13,9990.012552,,10886.13997,14689.11161,14590.36123,7.80501E+13,1.05316E+14,1.04608E+14,,25.07658261,,2.04467E+13,24.84639355,25.98495676,,,,,6.9086E+13,,,,,,,,,,
Colombia,COL,2012,1796.8959,-1,3.18464E+11,7.11415E+14,6.66507E+14,3.70921E+11,93.6875101,3.912635767,6911.761191,15440127.35,14465470.87,8050.255372,2.981272873,12852.6257,12018.65128,5.92194E+11,5.53768E+11,6.66507E+14,3.06015E+11,6.41127E+14,3.56797E+11,6641.566481,13914638.47,7290,12344.80751,11560,3.35877E+11,5.68796E+11,5.32681E+11,6.41127E+14,20.89190361,1.39246E+14,77492524748,18.38687333,19.11474604,1.2255E+14,68200833351,6.44576E+14,6.06358E+14,3.37447E+11,-2.538E+13,-14124357454,8.307E+12,4622972316,1203.585205,1189.503662,0.669813541,6.6873E+13,6.0149E+13,33473836743
Latin America & Caribbean (excluding high income),LAC,2010,,,4.54734E+12,,,4.54734E+12,,6.711721592,8504.473849,,,8504.473849,5.532973512,14408.57146,12869.50624,7.70426E+12,6.88132E+12,,4.41719E+12,,4.41719E+12,8261.067359,,7627.68141,13984.07057,12498.32225,4.07852E+12,7.47728E+12,6.68285E+12,,20.97714028,,9.54828E+11,19.57808889,20.09026707,,,,,4.04167E+12,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,2017,,,5.15283E+12,,,5.04652E+12,,1.923636039,8928.028933,,,8743.84224,0.808738814,15396.66266,15396.66266,8.88621E+12,8.88621E+12,,5.03021E+12,,4.92817E+12,8715.576471,,7949.162404,14996.47666,15006.00441,4.58787E+12,8.65524E+12,8.66074E+12,,17.76616969,,9.03315E+11,16.93295936,17.51215915,,,,,4.50483E+12,,,,,,,,,,
Sri Lanka,LKA,2019,178.7776,-100,87413378690,9.88335E+12,1.5013E+13,83975584254,151.9014654,2.255176529,4009.236284,453302.2958,688572.83,3851.56099,1.631411979,13070.12564,13622.86045,2.84968E+11,2.97019E+11,1.5013E+13,84807107107,1.45807E+13,81557779051,3889.698991,668747.6035,4010,12699.55204,13230,87500287573,2.76888E+11,2.88468E+11,1.45807E+13,20.72067352,3.11079E+12,17400306650,24.7077239,25.44019191,3.70936E+12,20748455504,8.97311E+12,1.39694E+13,78138439148,-4.3225E+11,-2417808495,1.03069E+12,5765207722,50.54539262,56.26699489,0.282727772,9.10242E+11,1.04355E+12,5837145107
Mexico,MEX,2017,18.9265,4.54467E+11,1.28245E+12,1.81223E+13,2.19342E+13,1.15891E+12,121.0343852,2.113129135,10277.88335,145236.8142,175786.4852,9287.849587,0.931456542,19721.26098,19721.26098,2.46077E+12,2.46077E+12,2.19342E+13,1.24933E+12,2.13647E+13,1.12882E+12,10012.51143,171222.3738,8920,19209.21915,19210,1.11262E+12,2.39688E+12,2.39688E+12,2.13647E+13,23.1643228,5.0809E+12,2.68454E+11,23.16653097,23.78405908,5.08139E+12,2.6848E+11,1.73298E+13,2.07221E+13,1.09487E+12,-5.69498E+11,-30089959580,5.687E+11,30047815602,8.913552,10.135383,0.470956173,7.92452E+11,1.2121E+12,64042684913
Oman,OMN,2020,0.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20060982,,,,
